OBJECTID,CELLCODE,EOFORIGIN,NOFORIGIN,ORIG_FID,x,y
1,1kmE4734N4032,4734000,4032000,0,17.23655271,59.20374856
2,1kmE4734N4033,4734000,4033000,1,17.23841652,59.21268973
3,1kmE4734N4034,4734000,4034000,2,17.24028145,59.22163089
4,1kmE4735N4029,4735000,4029000,3,17.2483359,59.176010899999994
5,1kmE4735N4030,4735000,4030000,4,17.25020076,59.18495179999999
6,1kmE4735N4031,4735000,4031000,5,17.25206673,59.19389269
7,1kmE4735N4032,4735000,4032000,6,17.25393382,59.20283359
8,1kmE4735N4033,4735000,4033000,7,17.25580203,59.21177449
9,1kmE4735N4034,4735000,4034000,8,17.25767136,59.22071539
10,1kmE4735N4035,4735000,4035000,9,17.25954181,59.22965629
11,1kmE4736N4029,4736000,4029000,10,17.26570298,59.17509454
12,1kmE4736N4030,4736000,4030000,11,17.26757223,59.18403517
13,1kmE4736N4031,4736000,4031000,12,17.26944259,59.19297581
14,1kmE4736N4032,4736000,4032000,13,17.27131408,59.20191644
15,1kmE4736N4033,4736000,4033000,14,17.27318669,59.21085707
16,1kmE4736N4034,4736000,4034000,15,17.27506042,59.21979770000001
17,1kmE4736N4035,4736000,4035000,16,17.27693527,59.22873834
18,1kmE4736N4036,4736000,4036000,17,17.27881125,59.23767897
19,1kmE4736N4037,4736000,4037000,18,17.28068835,59.2466196
20,1kmE4737N4028,4737000,4028000,19,17.28119669,59.16523564
21,1kmE4737N4029,4737000,4029000,20,17.283069199999996,59.174176
22,1kmE4737N4030,4737000,4030000,21,17.28494284,59.18311637
23,1kmE4737N4031,4737000,4031000,22,17.2868176,59.19205673
24,1kmE4737N4032,4737000,4032000,23,17.28869348,59.2009971
25,1kmE4737N4033,4737000,4033000,24,17.29057048,59.20993746
26,1kmE4737N4034,4737000,4034000,25,17.29244861,59.21887783
27,1kmE4737N4035,4737000,4035000,26,17.29432787,59.2278182
28,1kmE4737N4036,4737000,4036000,27,17.29620825,59.23675856
29,1kmE4737N4037,4737000,4037000,28,17.29808976,59.24569893
30,1kmE4737N4038,4737000,4038000,29,17.299972399999998,59.25463929
31,1kmE4737N4039,4737000,4039000,30,17.30185616,59.26357966
32,1kmE4738N4027,4738000,4027000,31,17.29668189,59.15537508
33,1kmE4738N4028,4738000,4028000,32,17.29855767,59.16431518
34,1kmE4738N4029,4738000,4029000,33,17.30043457,59.17325528
