OBJECTID,CELLCODE,EOFORIGIN,NOFORIGIN,ORIG_FID,x,y
4339,1kmE4787N4018,4787000,4018000,4338,18.12731259,59.02727927
4340,1kmE4787N4020,4787000,4020000,4339,18.13147063,59.04513198
4341,1kmE4787N4021,4787000,4021000,4340,18.13355151,59.05405832
4342,1kmE4787N4022,4787000,4022000,4341,18.13563363,59.06298465
4343,1kmE4787N4023,4787000,4023000,4342,18.13771699,59.07191097
4344,1kmE4787N4024,4787000,4024000,4343,18.13980159,59.08083729
4345,1kmE4787N4025,4787000,4025000,4344,18.14188743,59.08976359
4346,1kmE4787N4026,4787000,4026000,4345,18.14397452,59.09868989
4347,1kmE4787N4027,4787000,4027000,4346,18.14606285,59.10761618
4348,1kmE4787N4028,4787000,4028000,4347,18.14815243,59.11654246
4349,1kmE4787N4029,4787000,4029000,4348,18.15024325,59.12546873
4350,1kmE4787N4030,4787000,4030000,4349,18.15233532,59.134395
4351,1kmE4787N4031,4787000,4031000,4350,18.15442864,59.14332125
4352,1kmE4787N4032,4787000,4032000,4351,18.15652321,59.152247499999994
4353,1kmE4787N4033,4787000,4033000,4352,18.15861903,59.16117373
4354,1kmE4787N4034,4787000,4034000,4353,18.16071611,59.17009996
4355,1kmE4787N4035,4787000,4035000,4354,18.16281443,59.17902618
4356,1kmE4787N4036,4787000,4036000,4355,18.16491401,59.1879524
4357,1kmE4787N4037,4787000,4037000,4356,18.16701485,59.1968786
4358,1kmE4787N4038,4787000,4038000,4357,18.16911694,59.205804799999996
4359,1kmE4787N4039,4787000,4039000,4358,18.17122029,59.21473099
4360,1kmE4787N4040,4787000,4040000,4359,18.173324899999997,59.22365716
4361,1kmE4787N4041,4787000,4041000,4360,18.17543077,59.23258334
4362,1kmE4787N4042,4787000,4042000,4361,18.177537899999997,59.2415095
4363,1kmE4787N4043,4787000,4043000,4362,18.1796463,59.25043565
4364,1kmE4787N4044,4787000,4044000,4363,18.18175595,59.2593618
4365,1kmE4787N4045,4787000,4045000,4364,18.18386687,59.26828794
4366,1kmE4787N4046,4787000,4046000,4365,18.18597906,59.27721407
4367,1kmE4787N4047,4787000,4047000,4366,18.18809251,59.28614019
4368,1kmE4787N4048,4787000,4048000,4367,18.19020723,59.295066299999995
4369,1kmE4787N4049,4787000,4049000,4368,18.19232322,59.30399241
4370,1kmE4787N4050,4787000,4050000,4369,18.19444048,59.31291851
4371,1kmE4787N4051,4787000,4051000,4370,18.19655901,59.3218446
4372,1kmE4787N4052,4787000,4052000,4371,18.19867881,59.33077068
4373,1kmE4787N4053,4787000,4053000,4372,18.20079989,59.33969675
4374,1kmE4787N4054,4787000,4054000,4373,18.20292224,59.34862282
4375,1kmE4787N4055,4787000,4055000,4374,18.20504586,59.35754888
4376,1kmE4787N4056,4787000,4056000,4375,18.20717076,59.36647493
4377,1kmE4787N4057,4787000,4057000,4376,18.20929694,59.37540097
4378,1kmE4787N4058,4787000,4058000,4377,18.2114244,59.384327
4379,1kmE4787N4059,4787000,4059000,4378,18.21355314,59.39325303
4380,1kmE4787N4060,4787000,4060000,4379,18.21568316,59.40217905
4381,1kmE4787N4061,4787000,4061000,4380,18.21781447,59.41110506
4382,1kmE4787N4062,4787000,4062000,4381,18.21994705,59.42003106
4383,1kmE4787N4063,4787000,4063000,4382,18.22208092,59.42895705
4384,1kmE4787N4064,4787000,4064000,4383,18.22421608,59.43788304
4385,1kmE4787N4065,4787000,4065000,4384,18.22635252,59.44680902
4386,1kmE4787N4066,4787000,4066000,4385,18.22849025,59.45573499
4387,1kmE4787N4067,4787000,4067000,4386,18.23062927,59.46466095
4388,1kmE4787N4068,4787000,4068000,4387,18.23276958,59.47358691
4389,1kmE4787N4069,4787000,4069000,4388,18.23491119,59.48251285
4390,1kmE4787N4070,4787000,4070000,4389,18.23705408,59.49143879
4391,1kmE4787N4071,4787000,4071000,4390,18.23919827,59.50036473
4392,1kmE4787N4072,4787000,4072000,4391,18.24134375,59.50929065
4393,1kmE4787N4073,4787000,4073000,4392,18.24349053,59.51821657
4394,1kmE4787N4074,4787000,4074000,4393,18.24563861,59.52714248
4395,1kmE4787N4075,4787000,4075000,4394,18.24778798,59.53606838
4396,1kmE4787N4076,4787000,4076000,4395,18.24993866,59.54499427
4397,1kmE4787N4077,4787000,4077000,4396,18.25209063,59.55392016
4398,1kmE4787N4078,4787000,4078000,4397,18.25424391,59.56284604
4399,1kmE4787N4079,4787000,4079000,4398,18.25639849,59.57177191
4400,1kmE4787N4080,4787000,4080000,4399,18.25855437,59.58069778
4401,1kmE4787N4081,4787000,4081000,4400,18.26071156,59.58962363
4402,1kmE4787N4082,4787000,4082000,4401,18.26287005,59.59854948
