OBJECTID,CELLCODE,EOFORIGIN,NOFORIGIN,ORIG_FID,x,y
2893,1kmE4774N4010,4774000,4010000,2892,17.88655401,58.96898383
2894,1kmE4774N4011,4774000,4011000,2893,17.88856658,58.97791403
2895,1kmE4774N4012,4774000,4012000,2894,17.89058035,58.98684422
2896,1kmE4774N4013,4774000,4013000,2895,17.89259531,58.99577441
2897,1kmE4774N4014,4774000,4014000,2896,17.89461148,59.00470459
2898,1kmE4774N4015,4774000,4015000,2897,17.89662884,59.01363476
2899,1kmE4774N4016,4774000,4016000,2898,17.898647399999998,59.02256492
2900,1kmE4774N4017,4774000,4017000,2899,17.90066716,59.03149508
2901,1kmE4774N4018,4774000,4018000,2900,17.90268813,59.04042524
2902,1kmE4774N4019,4774000,4019000,2901,17.9047103,59.04935538
2903,1kmE4774N4020,4774000,4020000,2902,17.90673367,59.05828552
2904,1kmE4774N4021,4774000,4021000,2903,17.90875825,59.06721565
2905,1kmE4774N4022,4774000,4022000,2904,17.91078403,59.07614578
2906,1kmE4774N4023,4774000,4023000,2905,17.91281103,59.0850759
2907,1kmE4774N4024,4774000,4024000,2906,17.91483923,59.09400602
2908,1kmE4774N4025,4774000,4025000,2907,17.91686864,59.10293612
2909,1kmE4774N4026,4774000,4026000,2908,17.91889926,59.11186623
2910,1kmE4774N4027,4774000,4027000,2909,17.9209311,59.12079632
2911,1kmE4774N4028,4774000,4028000,2910,17.92296415,59.12972641
2912,1kmE4774N4029,4774000,4029000,2911,17.92499841,59.13865649
2913,1kmE4774N4030,4774000,4030000,2912,17.92703388,59.14758657
2914,1kmE4774N4031,4774000,4031000,2913,17.92907058,59.15651664
2915,1kmE4774N4032,4774000,4032000,2914,17.93110849,59.16544671
2916,1kmE4774N4033,4774000,4033000,2915,17.93314761,59.17437676
2917,1kmE4774N4034,4774000,4034000,2916,17.93518796,59.18330682
2918,1kmE4774N4035,4774000,4035000,2917,17.93722953,59.19223686
2919,1kmE4774N4036,4774000,4036000,2918,17.93927232,59.2011669
2920,1kmE4774N4037,4774000,4037000,2919,17.94131633,59.21009694
2921,1kmE4774N4038,4774000,4038000,2920,17.94336157,59.21902697
2922,1kmE4774N4039,4774000,4039000,2921,17.94540803,59.22795699
2923,1kmE4774N4040,4774000,4040000,2922,17.94745571,59.23688701
2924,1kmE4774N4041,4774000,4041000,2923,17.94950463,59.24581702
2925,1kmE4774N4042,4774000,4042000,2924,17.95155477,59.25474702
2926,1kmE4774N4043,4774000,4043000,2925,17.95360614,59.26367702
2927,1kmE4774N4044,4774000,4044000,2926,17.95565874,59.27260701
