OBJECTID,CELLCODE,EOFORIGIN,NOFORIGIN,ORIG_FID,x,y
1688,1kmE4762N4027,4762000,4027000,1687,17.71297753,59.13263628
1689,1kmE4762N4028,4762000,4028000,1688,17.71495827,59.14156979
1690,1kmE4762N4029,4762000,4029000,1689,17.71694019,59.1505033
1691,1kmE4762N4030,4762000,4030000,1690,17.7189233,59.15943681
1692,1kmE4762N4031,4762000,4031000,1691,17.7209076,59.16837031
1693,1kmE4762N4032,4762000,4032000,1692,17.72289308,59.17730381
1694,1kmE4762N4033,4762000,4033000,1693,17.72487975,59.1862373
1695,1kmE4762N4034,4762000,4034000,1694,17.72686761,59.19517079
1696,1kmE4762N4035,4762000,4035000,1695,17.72885666,59.20410428
1697,1kmE4762N4036,4762000,4036000,1696,17.7308469,59.21303776
1698,1kmE4762N4037,4762000,4037000,1697,17.73283833,59.22197124
1699,1kmE4762N4038,4762000,4038000,1698,17.73483095,59.23090471
1700,1kmE4762N4039,4762000,4039000,1699,17.73682477,59.23983818
1701,1kmE4762N4040,4762000,4040000,1700,17.73881978,59.24877165
1702,1kmE4762N4041,4762000,4041000,1701,17.74081599,59.25770511
1703,1kmE4762N4042,4762000,4042000,1702,17.7428134,59.26663857
1704,1kmE4762N4043,4762000,4043000,1703,17.74481201,59.27557202
1705,1kmE4762N4044,4762000,4044000,1704,17.74681181,59.28450548
1706,1kmE4762N4045,4762000,4045000,1705,17.74881282,59.29343892
1707,1kmE4762N4046,4762000,4046000,1706,17.75081502,59.30237237
1708,1kmE4762N4047,4762000,4047000,1707,17.75281843,59.31130581
1709,1kmE4762N4048,4762000,4048000,1708,17.75482304,59.32023924
1710,1kmE4762N4049,4762000,4049000,1709,17.75682886,59.32917268
1711,1kmE4762N4050,4762000,4050000,1710,17.75883589,59.3381061
1712,1kmE4762N4051,4762000,4051000,1711,17.76084412,59.34703953
1713,1kmE4762N4052,4762000,4052000,1712,17.76285355,59.35597295
1714,1kmE4762N4053,4762000,4053000,1713,17.764864199999998,59.36490637
1715,1kmE4762N4054,4762000,4054000,1714,17.76687606,59.37383979
1716,1kmE4762N4055,4762000,4055000,1715,17.76888913,59.38277320000001
1717,1kmE4762N4056,4762000,4056000,1716,17.77090341,59.3917066
1718,1kmE4762N4057,4762000,4057000,1717,17.772918899999997,59.40064001
1719,1kmE4762N4058,4762000,4058000,1718,17.77493561,59.40957341
1720,1kmE4762N4059,4762000,4059000,1719,17.77695353,59.41850681
1721,1kmE4762N4060,4762000,4060000,1720,17.77897267,59.4274402
1722,1kmE4762N4061,4762000,4061000,1721,17.78099302,59.43637359
1723,1kmE4762N4062,4762000,4062000,1722,17.7830146,59.44530698
1724,1kmE4762N4063,4762000,4063000,1723,17.78503739,59.45424037
