OBJECTID,CELLCODE,EOFORIGIN,NOFORIGIN,ORIG_FID,x,y
3375,1kmE4778N4031,4778000,4031000,3374,17.99842852,59.15249571
3376,1kmE4778N4032,4778000,4032000,3375,18.00048388,59.16142461
3377,1kmE4778N4033,4778000,4033000,3376,18.00254047,59.170353500000004
3378,1kmE4778N4034,4778000,4034000,3377,18.00459829,59.17928239
3379,1kmE4778N4035,4778000,4035000,3378,18.00665733,59.18821127
3380,1kmE4778N4036,4778000,4036000,3379,18.00871761,59.19714014
3381,1kmE4778N4037,4778000,4037000,3380,18.01077912,59.20606901
3382,1kmE4778N4038,4778000,4038000,3381,18.01284187,59.21499787
3383,1kmE4778N4039,4778000,4039000,3382,18.01490585,59.22392672
3384,1kmE4778N4040,4778000,4040000,3383,18.01697107,59.23285557
3385,1kmE4778N4041,4778000,4041000,3384,18.01903752,59.24178441
3386,1kmE4778N4042,4778000,4042000,3385,18.02110521,59.25071324
3387,1kmE4778N4043,4778000,4043000,3386,18.02317414,59.25964207
3388,1kmE4778N4044,4778000,4044000,3387,18.02524432,59.26857089
3389,1kmE4778N4045,4778000,4045000,3388,18.02731573,59.2774997
3390,1kmE4778N4046,4778000,4046000,3389,18.02938838,59.28642851
3391,1kmE4778N4047,4778000,4047000,3390,18.03146228,59.29535731
3392,1kmE4778N4048,4778000,4048000,3391,18.03353743,59.30428611
3393,1kmE4778N4049,4778000,4049000,3392,18.03561381,59.3132149
3394,1kmE4778N4050,4778000,4050000,3393,18.03769145,59.32214368
3395,1kmE4778N4051,4778000,4051000,3394,18.03977034,59.33107245
3396,1kmE4778N4052,4778000,4052000,3395,18.04185047,59.34000122
3397,1kmE4778N4053,4778000,4053000,3396,18.04393185,59.34892998
3398,1kmE4778N4054,4778000,4054000,3397,18.04601449,59.35785874
3399,1kmE4778N4055,4778000,4055000,3398,18.04809837,59.36678749
3400,1kmE4778N4056,4778000,4056000,3399,18.05018352,59.37571623
3401,1kmE4778N4057,4778000,4057000,3400,18.05226991,59.38464497
3402,1kmE4778N4058,4778000,4058000,3401,18.05435756,59.393573700000005
3403,1kmE4778N4059,4778000,4059000,3402,18.05644647,59.40250242
3404,1kmE4778N4060,4778000,4060000,3403,18.05853664,59.41143114
3405,1kmE4778N4061,4778000,4061000,3404,18.06062806,59.42035985
3406,1kmE4778N4062,4778000,4062000,3405,18.06272075,59.42928856
3407,1kmE4778N4063,4778000,4063000,3406,18.06481469,59.43821726
3408,1kmE4778N4064,4778000,4064000,3407,18.0669099,59.44714595
3409,1kmE4778N4065,4778000,4065000,3408,18.06900637,59.45607464
3410,1kmE4778N4066,4778000,4066000,3409,18.07110411,59.46500332
3411,1kmE4778N4067,4778000,4067000,3410,18.07320311,59.473932
3412,1kmE4778N4068,4778000,4068000,3411,18.07530338,59.48286067
3413,1kmE4778N4069,4778000,4069000,3412,18.07740492,59.49178933
3414,1kmE4778N4070,4778000,4070000,3413,18.07950773,59.50071799
3415,1kmE4778N4071,4778000,4071000,3414,18.0816118,59.50964664
3416,1kmE4778N4072,4778000,4072000,3415,18.08371715,59.51857528
3417,1kmE4778N4073,4778000,4073000,3416,18.08582377,59.52750392
3418,1kmE4778N4074,4778000,4074000,3417,18.08793167,59.53643255
3419,1kmE4778N4075,4778000,4075000,3418,18.09004084,59.54536118
3420,1kmE4778N4076,4778000,4076000,3419,18.09215128,59.55428979999999
3421,1kmE4778N4077,4778000,4077000,3420,18.09426301,59.56321842
3422,1kmE4778N4078,4778000,4078000,3421,18.09637601,59.57214703
3423,1kmE4778N4079,4778000,4079000,3422,18.09849029,59.58107563
3424,1kmE4778N4080,4778000,4080000,3423,18.10060585,59.59000423
3425,1kmE4778N4081,4778000,4081000,3424,18.10272269,59.59893282
3426,1kmE4778N4082,4778000,4082000,3425,18.10484081,59.6078614
3427,1kmE4778N4083,4778000,4083000,3426,18.10696022,59.61678998
3428,1kmE4778N4084,4778000,4084000,3427,18.10908091,59.62571856
3429,1kmE4778N4085,4778000,4085000,3428,18.11120289,59.63464713
3430,1kmE4778N4086,4778000,4086000,3429,18.11332616,59.64357569
3431,1kmE4778N4087,4778000,4087000,3430,18.11545072,59.65250425
3432,1kmE4778N4088,4778000,4088000,3431,18.11757656,59.6614328
3433,1kmE4778N4089,4778000,4089000,3432,18.1197037,59.67036134
3434,1kmE4778N4090,4778000,4090000,3433,18.12183212,59.67928988
3435,1kmE4778N4091,4778000,4091000,3434,18.12396184,59.68821842
3436,1kmE4778N4092,4778000,4092000,3435,18.12609286,59.69714695
3437,1kmE4778N4093,4778000,4093000,3436,18.12822517,59.70607547
3438,1kmE4778N4094,4778000,4094000,3437,18.13035878,59.71500399
3439,1kmE4778N4095,4778000,4095000,3438,18.13249368,59.7239325
3440,1kmE4778N4096,4778000,4096000,3439,18.13462988,59.73286101
3441,1kmE4778N4097,4778000,4097000,3440,18.13676739,59.74178951
3442,1kmE4778N4098,4778000,4098000,3441,18.13890619,59.750718000000006
3443,1kmE4778N4099,4778000,4099000,3442,18.141046300000003,59.75964649
3444,1kmE4778N4100,4778000,4100000,3443,18.14318771,59.76857498
3445,1kmE4778N4101,4778000,4101000,3444,18.14533042,59.77750346
3446,1kmE4778N4102,4778000,4102000,3445,18.14747444,59.78643193
3447,1kmE4778N4103,4778000,4103000,3446,18.14961977,59.79536039999999
3448,1kmE4778N4104,4778000,4104000,3447,18.15176641,59.80428886
3449,1kmE4778N4105,4778000,4105000,3448,18.15391435,59.81321732
3450,1kmE4778N4106,4778000,4106000,3449,18.15606361,59.82214577
3451,1kmE4779N3991,4779000,3991000,3450,17.93437402,58.79433472
3452,1kmE4779N3992,4779000,3992000,3451,17.93638537,58.80326363
3453,1kmE4779N3993,4779000,3993000,3452,17.93839791,58.81219253
3454,1kmE4779N3994,4779000,3994000,3453,17.94041165,58.82112142
3455,1kmE4779N3995,4779000,3995000,3454,17.94242657,58.8300503
3456,1kmE4779N3996,4779000,3996000,3455,17.94444268,58.83897917
3457,1kmE4779N3997,4779000,3997000,3456,17.94645999,58.84790804
3458,1kmE4779N3998,4779000,3998000,3457,17.94847849,58.8568369
3459,1kmE4779N3999,4779000,3999000,3458,17.95049819,58.86576575
3460,1kmE4779N4000,4779000,4000000,3459,17.95251908,58.87469459
3461,1kmE4779N4001,4779000,4001000,3460,17.95454117,58.88362343
3462,1kmE4779N4002,4779000,4002000,3461,17.95656445,58.89255225
3463,1kmE4779N4003,4779000,4003000,3462,17.95858894,58.90148107
3464,1kmE4779N4004,4779000,4004000,3463,17.96061463,58.91040989
3465,1kmE4779N4005,4779000,4005000,3464,17.96264151,58.91933869
3466,1kmE4779N4006,4779000,4006000,3465,17.964669600000004,58.92826749
