OBJECTID,CELLCODE,EOFORIGIN,NOFORIGIN,ORIG_FID,x,y
9400,1kmE4831N4047,4831000,4047000,9399,18.95267957,59.23853337
9401,1kmE4831N4048,4831000,4048000,9400,18.95498673,59.24744566
9402,1kmE4831N4049,4831000,4049000,9401,18.95729527,59.25635794
9403,1kmE4831N4052,4831000,4052000,9402,18.96422917,59.28309468
9404,1kmE4831N4053,4831000,4053000,9403,18.96654324,59.29200689
9405,1kmE4831N4054,4831000,4054000,9404,18.9688587,59.30091908
9406,1kmE4831N4055,4831000,4055000,9405,18.97117555,59.30983126
9407,1kmE4831N4056,4831000,4056000,9406,18.97349378,59.31874343
9408,1kmE4831N4059,4831000,4059000,9407,18.98045682,59.34547982
9409,1kmE4831N4060,4831000,4060000,9408,18.98278062,59.35439191
9410,1kmE4831N4061,4831000,4061000,9409,18.98510581,59.36330399
9411,1kmE4831N4062,4831000,4062000,9410,18.9874324,59.37221606
9412,1kmE4831N4063,4831000,4063000,9411,18.98976039,59.38112811
9413,1kmE4831N4064,4831000,4064000,9412,18.99208978,59.39004014
9414,1kmE4831N4065,4831000,4065000,9413,18.99442056,59.39895215
9415,1kmE4831N4066,4831000,4066000,9414,18.99675275,59.40786415
9416,1kmE4831N4067,4831000,4067000,9415,18.99908634,59.41677614
9417,1kmE4831N4068,4831000,4068000,9416,19.00142133,59.4256881
9418,1kmE4831N4069,4831000,4069000,9417,19.00375773,59.43460005
9419,1kmE4831N4070,4831000,4070000,9418,19.00609553,59.44351199
9420,1kmE4831N4071,4831000,4071000,9419,19.00843474,59.45242389999999
9421,1kmE4831N4074,4831000,4074000,9420,19.01546082,59.47915956
9422,1kmE4831N4075,4831000,4075000,9421,19.01780567,59.48807141
9423,1kmE4831N4076,4831000,4076000,9422,19.02015194,59.49698325
9424,1kmE4831N4077,4831000,4077000,9423,19.02249962,59.50589507
9425,1kmE4831N4078,4831000,4078000,9424,19.02484871,59.51480687
9426,1kmE4831N4079,4831000,4079000,9425,19.02719922,59.52371866
9427,1kmE4831N4080,4831000,4080000,9426,19.02955115,59.53263043
9428,1kmE4831N4081,4831000,4081000,9427,19.0319045,59.54154219
9429,1kmE4831N4082,4831000,4082000,9428,19.03425927,59.55045393
9430,1kmE4831N4083,4831000,4083000,9429,19.03661547,59.55936565
9431,1kmE4831N4084,4831000,4084000,9430,19.03897308,59.56827736
9432,1kmE4831N4085,4831000,4085000,9431,19.04133212,59.57718905
9433,1kmE4831N4086,4831000,4086000,9432,19.04369259,59.58610072
9434,1kmE4831N4087,4831000,4087000,9433,19.04605448,59.59501238
9435,1kmE4831N4088,4831000,4088000,9434,19.048417800000003,59.60392402
9436,1kmE4831N4092,4831000,4092000,9435,19.0578854,59.63957044
9437,1kmE4831N4093,4831000,4093000,9436,19.06025589,59.648481999999994
9438,1kmE4831N4097,4831000,4097000,9437,19.06975219,59.68412809
9439,1kmE4831N4098,4831000,4098000,9438,19.07212987,59.69303957
9440,1kmE4831N4099,4831000,4099000,9439,19.07450899,59.70195104
9441,1kmE4831N4100,4831000,4100000,9440,19.07688955,59.71086249
9442,1kmE4831N4101,4831000,4101000,9441,19.07927156,59.71977392
9443,1kmE4831N4102,4831000,4102000,9442,19.08165501,59.72868534
9444,1kmE4831N4103,4831000,4103000,9443,19.08403991,59.73759674
9445,1kmE4831N4104,4831000,4104000,9444,19.08642626,59.74650813
9446,1kmE4831N4105,4831000,4105000,9445,19.08881406,59.755419499999995
9447,1kmE4831N4106,4831000,4106000,9446,19.09120332,59.76433085
9448,1kmE4831N4107,4831000,4107000,9447,19.09359402,59.77324219
9449,1kmE4831N4108,4831000,4108000,9448,19.09598618,59.78215352
9450,1kmE4831N4109,4831000,4109000,9449,19.09837979,59.79106482
9451,1kmE4831N4110,4831000,4110000,9450,19.10077486,59.79997611
9452,1kmE4831N4111,4831000,4111000,9451,19.10317139,59.80888739
9453,1kmE4831N4112,4831000,4112000,9452,19.10556938,59.81779865
9454,1kmE4831N4113,4831000,4113000,9453,19.10796883,59.82670989
9455,1kmE4831N4114,4831000,4114000,9454,19.11036974,59.83562112
9456,1kmE4831N4115,4831000,4115000,9455,19.11277212,59.84453233
9457,1kmE4831N4116,4831000,4116000,9456,19.11517595,59.85344353
9458,1kmE4831N4117,4831000,4117000,9457,19.11758126,59.86235471
9459,1kmE4831N4118,4831000,4118000,9458,19.11998803,59.87126587
9460,1kmE4832N4047,4832000,4047000,9459,18.97003337,59.23740236
9461,1kmE4832N4048,4832000,4048000,9460,18.97234488,59.24631433
9462,1kmE4832N4052,4832000,4052000,9461,18.98160476,59.28196203
9463,1kmE4832N4053,4832000,4053000,9462,18.98392319,59.29087391
9464,1kmE4832N4054,4832000,4054000,9463,18.98624302,59.29978578
9465,1kmE4832N4055,4832000,4055000,9464,18.98856423,59.30869763
9466,1kmE4832N4060,4832000,4060000,9465,19.00019119,59.35325663
9467,1kmE4832N4061,4832000,4061000,9466,19.00252077,59.36216838
9468,1kmE4832N4062,4832000,4062000,9467,19.00485175,59.37108011
9469,1kmE4832N4063,4832000,4063000,9468,19.00718413,59.37999183
9470,1kmE4832N4064,4832000,4064000,9469,19.00951791,59.38890353
9471,1kmE4832N4065,4832000,4065000,9470,19.01185309,59.39781522
9472,1kmE4832N4066,4832000,4066000,9471,19.01418968,59.40672688
9473,1kmE4832N4067,4832000,4067000,9472,19.01652766,59.41563853
9474,1kmE4832N4068,4832000,4068000,9473,19.01886706,59.42455017
9475,1kmE4832N4069,4832000,4069000,9474,19.02120786,59.43346179
9476,1kmE4832N4070,4832000,4070000,9475,19.02355007,59.44237339
9477,1kmE4832N4077,4832000,4077000,9476,19.03998509,59.50475414
9478,1kmE4832N4078,4832000,4078000,9477,19.04233861,59.51366561
9479,1kmE4832N4079,4832000,4079000,9478,19.04469356,59.52257706
9480,1kmE4832N4080,4832000,4080000,9479,19.04704992,59.5314885
9481,1kmE4832N4081,4832000,4081000,9480,19.04940771,59.54039992
