OBJECTID,CELLCODE,EOFORIGIN,NOFORIGIN,ORIG_FID,x,y
6990,1kmE4807N4058,4807000,4058000,6989,18.56017481,59.36314329
6991,1kmE4807N4059,4807000,4059000,6990,18.5623918,59.37206314
6992,1kmE4807N4060,4807000,4060000,6991,18.56461013,59.38098298
6993,1kmE4807N4061,4807000,4061000,6992,18.56682979,59.389902799999994
6994,1kmE4807N4062,4807000,4062000,6993,18.56905078,59.39882262
6995,1kmE4807N4063,4807000,4063000,6994,18.57127311,59.40774242
6996,1kmE4807N4064,4807000,4064000,6995,18.57349677,59.41666221
6997,1kmE4807N4065,4807000,4065000,6996,18.57572178,59.42558199
6998,1kmE4807N4066,4807000,4066000,6997,18.57794812,59.43450176
6999,1kmE4807N4067,4807000,4067000,6998,18.58017581,59.44342152
7000,1kmE4807N4068,4807000,4068000,6999,18.58240484,59.45234126
7001,1kmE4807N4069,4807000,4069000,7000,18.58463521,59.461261
7002,1kmE4807N4070,4807000,4070000,7001,18.58686692,59.47018072
7003,1kmE4807N4071,4807000,4071000,7002,18.58909998,59.47910043
7004,1kmE4807N4072,4807000,4072000,7003,18.59133439,59.48802013
7005,1kmE4807N4073,4807000,4073000,7004,18.59357014,59.49693982
7006,1kmE4807N4074,4807000,4074000,7005,18.59580725,59.50585949
7007,1kmE4807N4075,4807000,4075000,7006,18.5980457,59.51477916
7008,1kmE4807N4076,4807000,4076000,7007,18.60028551,59.52369881
7009,1kmE4807N4077,4807000,4077000,7008,18.60252667,59.53261845
7010,1kmE4807N4078,4807000,4078000,7009,18.60476918,59.54153808
7011,1kmE4807N4079,4807000,4079000,7010,18.60701305,59.5504577
7012,1kmE4807N4080,4807000,4080000,7011,18.60925827,59.55937731
7013,1kmE4807N4081,4807000,4081000,7012,18.61150485,59.56829691
7014,1kmE4807N4082,4807000,4082000,7013,18.61375279,59.57721649
7015,1kmE4807N4083,4807000,4083000,7014,18.61600209,59.58613607
7016,1kmE4807N4084,4807000,4084000,7015,18.61825275,59.59505563
7017,1kmE4807N4085,4807000,4085000,7016,18.62050477,59.60397518
7018,1kmE4807N4086,4807000,4086000,7017,18.62275816,59.61289472
7019,1kmE4807N4087,4807000,4087000,7018,18.62501291,59.62181425
7020,1kmE4807N4088,4807000,4088000,7019,18.62726903,59.63073377
7021,1kmE4807N4089,4807000,4089000,7020,18.62952651,59.63965327
7022,1kmE4807N4090,4807000,4090000,7021,18.63178537,59.64857277
7023,1kmE4807N4091,4807000,4091000,7022,18.63404559,59.65749225
7024,1kmE4807N4092,4807000,4092000,7023,18.63630718,59.66641172
7025,1kmE4807N4093,4807000,4093000,7024,18.63857015,59.67533118
7026,1kmE4807N4094,4807000,4094000,7025,18.64083449,59.68425063
7027,1kmE4807N4095,4807000,4095000,7026,18.6431002,59.69317007
7028,1kmE4807N4096,4807000,4096000,7027,18.64536729,59.7020895
7029,1kmE4807N4097,4807000,4097000,7028,18.64763576,59.71100892
7030,1kmE4807N4098,4807000,4098000,7029,18.6499056,59.71992832
7031,1kmE4807N4099,4807000,4099000,7030,18.65217682,59.72884772
7032,1kmE4807N4100,4807000,4100000,7031,18.65444943,59.7377671
7033,1kmE4807N4101,4807000,4101000,7032,18.65672341,59.74668647
7034,1kmE4807N4102,4807000,4102000,7033,18.65899878,59.75560583
7035,1kmE4807N4103,4807000,4103000,7034,18.66127554,59.76452519
7036,1kmE4807N4104,4807000,4104000,7035,18.66355368,59.77344452
7037,1kmE4807N4105,4807000,4105000,7036,18.665833199999998,59.78236385
7038,1kmE4807N4106,4807000,4106000,7037,18.66811412,59.79128317
7039,1kmE4807N4107,4807000,4107000,7038,18.67039642,59.80020248
7040,1kmE4807N4108,4807000,4108000,7039,18.67268011,59.80912177
7041,1kmE4807N4109,4807000,4109000,7040,18.6749652,59.81804106
7042,1kmE4807N4110,4807000,4110000,7041,18.67725168,59.82696033
7043,1kmE4807N4111,4807000,4111000,7042,18.67953955,59.83587959
7044,1kmE4807N4112,4807000,4112000,7043,18.68182882,59.84479884
7045,1kmE4807N4113,4807000,4113000,7044,18.68411948,59.85371808
7046,1kmE4807N4114,4807000,4114000,7045,18.68641155,59.86263731
7047,1kmE4807N4115,4807000,4115000,7046,18.68870501,59.87155653
7048,1kmE4807N4116,4807000,4116000,7047,18.69099987,59.88047574
7049,1kmE4807N4117,4807000,4117000,7048,18.69329614,59.88939494
7050,1kmE4807N4118,4807000,4118000,7049,18.6955938,59.89831412
7051,1kmE4807N4119,4807000,4119000,7050,18.69789288,59.9072333
7052,1kmE4807N4120,4807000,4120000,7051,18.70019335,59.91615246
7053,1kmE4807N4121,4807000,4121000,7052,18.70249524,59.92507162
7054,1kmE4807N4122,4807000,4122000,7053,18.70479853,59.93399076
7055,1kmE4807N4123,4807000,4123000,7054,18.70710323,59.94290989
7056,1kmE4807N4124,4807000,4124000,7055,18.70940934,59.95182901
7057,1kmE4807N4125,4807000,4125000,7056,18.71171687,59.96074812
7058,1kmE4807N4126,4807000,4126000,7057,18.7140258,59.96966722
7059,1kmE4807N4127,4807000,4127000,7058,18.71633616,59.97858631
7060,1kmE4807N4128,4807000,4128000,7059,18.71864792,59.98750539
7061,1kmE4807N4129,4807000,4129000,7060,18.72096111,59.99642446
7062,1kmE4807N4130,4807000,4130000,7061,18.72327571,60.00534351
7063,1kmE4807N4131,4807000,4131000,7062,18.72559173,60.01426256
7064,1kmE4807N4132,4807000,4132000,7063,18.72790918,60.0231816
7065,1kmE4807N4133,4807000,4133000,7064,18.73022804,60.03210062
7066,1kmE4807N4134,4807000,4134000,7065,18.73254833,60.04101964
7067,1kmE4807N4135,4807000,4135000,7066,18.73487004,60.04993864
7068,1kmE4807N4136,4807000,4136000,7067,18.73719318,60.05885763
7069,1kmE4807N4137,4807000,4137000,7068,18.73951775,60.06777661
7070,1kmE4807N4138,4807000,4138000,7069,18.74184374,60.07669559
7071,1kmE4807N4139,4807000,4139000,7070,18.74417117,60.08561455
7072,1kmE4807N4140,4807000,4140000,7071,18.74650002,60.0945335
7073,1kmE4807N4141,4807000,4141000,7072,18.74883031,60.10345244
7074,1kmE4807N4142,4807000,4142000,7073,18.75116203,60.11237137
7075,1kmE4807N4143,4807000,4143000,7074,18.75349519,60.12129029
7076,1kmE4807N4144,4807000,4144000,7075,18.75582978,60.13020919
7077,1kmE4807N4145,4807000,4145000,7076,18.75816581,60.13912809
7078,1kmE4807N4146,4807000,4146000,7077,18.76050328,60.14804698
7079,1kmE4807N4147,4807000,4147000,7078,18.76284219,60.15696586
7080,1kmE4807N4148,4807000,4148000,7079,18.76518254,60.16588472
7081,1kmE4807N4149,4807000,4149000,7080,18.76752433,60.17480358
7082,1kmE4807N4150,4807000,4150000,7081,18.76986757,60.18372242
