OBJECTID,CELLCODE,EOFORIGIN,NOFORIGIN,ORIG_FID,x,y
3134,1kmE4776N4024,4776000,4024000,3133,17.94945914,59.09200396
3135,1kmE4776N4025,4776000,4025000,3134,17.95149724,59.10093349
3136,1kmE4776N4026,4776000,4026000,3135,17.95353656,59.10986301
3137,1kmE4776N4027,4776000,4027000,3136,17.95557709,59.11879253
3138,1kmE4776N4028,4776000,4028000,3137,17.95761885,59.12772204
3139,1kmE4776N4029,4776000,4029000,3138,17.95966182,59.13665154
3140,1kmE4776N4030,4776000,4030000,3139,17.96170601,59.14558104
3141,1kmE4776N4031,4776000,4031000,3140,17.96375142,59.15451053
3142,1kmE4776N4032,4776000,4032000,3141,17.96579806,59.16344001
3143,1kmE4776N4033,4776000,4033000,3142,17.96784592,59.17236949
3144,1kmE4776N4034,4776000,4034000,3143,17.969895,59.18129896
3145,1kmE4776N4035,4776000,4035000,3144,17.97194531,59.19022843
3146,1kmE4776N4036,4776000,4036000,3145,17.97399685,59.19915788
3147,1kmE4776N4037,4776000,4037000,3146,17.97604961,59.20808734
3148,1kmE4776N4038,4776000,4038000,3147,17.97810361,59.21701678
3149,1kmE4776N4039,4776000,4039000,3148,17.98015883,59.22594622
3150,1kmE4776N4040,4776000,4040000,3149,17.98221528,59.23487565
3151,1kmE4776N4041,4776000,4041000,3150,17.98427297,59.24380508
3152,1kmE4776N4042,4776000,4042000,3151,17.98633188,59.252734499999995
3153,1kmE4776N4043,4776000,4043000,3152,17.98839204,59.26166392
3154,1kmE4776N4044,4776000,4044000,3153,17.99045342,59.27059332
3155,1kmE4776N4045,4776000,4045000,3154,17.99251605,59.27952272
3156,1kmE4776N4046,4776000,4046000,3155,17.99457991,59.28845212
3157,1kmE4776N4047,4776000,4047000,3156,17.99664501,59.29738151
3158,1kmE4776N4048,4776000,4048000,3157,17.99871135,59.30631089
3159,1kmE4776N4049,4776000,4049000,3158,18.00077893,59.31524027
3160,1kmE4776N4050,4776000,4050000,3159,18.00284775,59.32416964
3161,1kmE4776N4051,4776000,4051000,3160,18.00491781,59.33309901
3162,1kmE4776N4052,4776000,4052000,3161,18.00698912,59.34202837
3163,1kmE4776N4053,4776000,4053000,3162,18.00906167,59.35095772
3164,1kmE4776N4054,4776000,4054000,3163,18.01113547,59.35988707
3165,1kmE4776N4055,4776000,4055000,3164,18.01321052,59.36881641
3166,1kmE4776N4056,4776000,4056000,3165,18.01528682,59.37774574
3167,1kmE4776N4057,4776000,4057000,3166,18.01736436,59.38667507
3168,1kmE4776N4058,4776000,4058000,3167,18.01944316,59.39560439
3169,1kmE4776N4059,4776000,4059000,3168,18.021523199999997,59.40453371
3170,1kmE4776N4060,4776000,4060000,3169,18.0236045,59.41346302
3171,1kmE4776N4061,4776000,4061000,3170,18.02568706,59.42239233
3172,1kmE4776N4062,4776000,4062000,3171,18.02777087,59.43132163
3173,1kmE4776N4063,4776000,4063000,3172,18.02985593,59.44025092
3174,1kmE4776N4064,4776000,4064000,3173,18.03194225,59.44918021
3175,1kmE4776N4065,4776000,4065000,3174,18.03402983,59.45810949
3176,1kmE4776N4066,4776000,4066000,3175,18.03611867,59.46703877
3177,1kmE4776N4067,4776000,4067000,3176,18.03820877,59.47596804
3178,1kmE4776N4068,4776000,4068000,3177,18.04030013,59.4848973
3179,1kmE4776N4069,4776000,4069000,3178,18.04239276,59.49382656
3180,1kmE4776N4070,4776000,4070000,3179,18.04448665,59.50275582
3181,1kmE4776N4071,4776000,4071000,3180,18.0465818,59.51168507
3182,1kmE4776N4072,4776000,4072000,3181,18.04867822,59.52061431
3183,1kmE4776N4073,4776000,4073000,3182,18.05077591,59.52954355
3184,1kmE4776N4074,4776000,4074000,3183,18.05287486,59.53847278
3185,1kmE4776N4075,4776000,4075000,3184,18.05497509,59.547402000000005
3186,1kmE4776N4076,4776000,4076000,3185,18.05707658,59.55633122
3187,1kmE4776N4077,4776000,4077000,3186,18.05917935,59.56526044
3188,1kmE4776N4078,4776000,4078000,3187,18.06128339,59.57418965
3189,1kmE4776N4079,4776000,4079000,3188,18.06338871,59.58311885
3190,1kmE4776N4080,4776000,4080000,3189,18.065495300000002,59.59204805
3191,1kmE4776N4081,4776000,4081000,3190,18.06760316,59.60097724
3192,1kmE4776N4082,4776000,4082000,3191,18.069712300000003,59.60990643
3193,1kmE4776N4083,4776000,4083000,3192,18.07182273,59.61883561
3194,1kmE4776N4084,4776000,4084000,3193,18.07393443,59.62776479
3195,1kmE4776N4085,4776000,4085000,3194,18.07604741,59.63669396
3196,1kmE4776N4086,4776000,4086000,3195,18.07816168,59.64562312
3197,1kmE4776N4087,4776000,4087000,3196,18.08027722,59.65455228
3198,1kmE4776N4088,4776000,4088000,3197,18.08239405,59.66348144
3199,1kmE4776N4089,4776000,4089000,3198,18.08451217,59.67241059
3200,1kmE4776N4090,4776000,4090000,3199,18.08663158,59.68133973
3201,1kmE4776N4091,4776000,4091000,3200,18.08875227,59.69026887
3202,1kmE4776N4092,4776000,4092000,3201,18.09087425,59.699197999999996
3203,1kmE4776N4093,4776000,4093000,3202,18.09299752,59.70812713
3204,1kmE4776N4094,4776000,4094000,3203,18.09512208,59.71705626
3205,1kmE4776N4095,4776000,4095000,3204,18.09724794,59.72598537
3206,1kmE4776N4096,4776000,4096000,3205,18.09937508,59.73491449
3207,1kmE4776N4097,4776000,4097000,3206,18.10150353,59.7438436
3208,1kmE4776N4098,4776000,4098000,3207,18.10363326,59.75277270000001
3209,1kmE4776N4099,4776000,4099000,3208,18.1057643,59.76170179999999
3210,1kmE4776N4100,4776000,4100000,3209,18.10789663,59.77063089
3211,1kmE4776N4101,4776000,4101000,3210,18.11003026,59.77955998
3212,1kmE4776N4102,4776000,4102000,3211,18.1121652,59.78848906
3213,1kmE4776N4103,4776000,4103000,3212,18.11430143,59.79741814
3214,1kmE4776N4104,4776000,4104000,3213,18.11643897,59.80634721
3215,1kmE4776N4105,4776000,4105000,3214,18.11857781,59.81527628
3216,1kmE4777N3988,4777000,3988000,3215,17.89404215,58.76954234
3217,1kmE4777N3989,4777000,3989000,3216,17.89604144,58.77847184
3218,1kmE4777N3990,4777000,3990000,3217,17.8980419,58.78740133
3219,1kmE4777N3991,4777000,3991000,3218,17.90004355,58.79633081
3220,1kmE4777N3993,4777000,3993000,3219,17.9040504,58.81418976
3221,1kmE4777N3994,4777000,3994000,3220,17.906055600000002,58.82311922
3222,1kmE4777N3995,4777000,3995000,3221,17.90806198,58.83204867
3223,1kmE4777N3996,4777000,3996000,3222,17.91006955,58.84097812
3224,1kmE4777N3997,4777000,3997000,3223,17.91207831,58.84990756
3225,1kmE4777N3998,4777000,3998000,3224,17.91408826,58.85883699
3226,1kmE4777N3999,4777000,3999000,3225,17.916099399999997,58.86776641
3227,1kmE4777N4000,4777000,4000000,3226,17.91811173,58.87669583
3228,1kmE4777N4001,4777000,4001000,3227,17.92012525,58.88562524
3229,1kmE4777N4002,4777000,4002000,3228,17.92213997,58.89455464
3230,1kmE4777N4003,4777000,4003000,3229,17.92415588,58.90348403
3231,1kmE4777N4004,4777000,4004000,3230,17.92617298,58.91241342
3232,1kmE4777N4005,4777000,4005000,3231,17.92819129,58.9213428
3233,1kmE4777N4006,4777000,4006000,3232,17.93021078,58.93027217
3234,1kmE4777N4007,4777000,4007000,3233,17.93223148,58.93920154
3235,1kmE4777N4008,4777000,4008000,3234,17.93425338,58.9481309
3236,1kmE4777N4009,4777000,4009000,3235,17.93627647,58.95706025
3237,1kmE4777N4010,4777000,4010000,3236,17.93830077,58.96598959
3238,1kmE4777N4011,4777000,4011000,3237,17.94032627,58.97491893
3239,1kmE4777N4012,4777000,4012000,3238,17.94235298,58.98384826
3240,1kmE4777N4013,4777000,4013000,3239,17.94438089,58.99277758
3241,1kmE4777N4014,4777000,4014000,3240,17.94641,59.0017069
3242,1kmE4777N4015,4777000,4015000,3241,17.94844032,59.01063620000001
3243,1kmE4777N4016,4777000,4016000,3242,17.95047185,59.01956551
3244,1kmE4777N4017,4777000,4017000,3243,17.95250459,59.0284948
